"","stfid","sumlevel","st_fips","cnty_fips","cnty_sub_fips","tract_fips","block_group","cong_dist","sch_dist_sec","sch_dist_ele","drive0913","drive0913_moe"
"69","55133","050","55","133",NA,NA,NA,NA,NA,NA,0.927758201399573,0.00606987685671154
"70","55135","050","55","135",NA,NA,NA,NA,NA,NA,0.917158328618767,0.017543763136861
"71","55137","050","55","137",NA,NA,NA,NA,NA,NA,0.908384338871077,0.0198354587596343
"72","55139","050","55","139",NA,NA,NA,NA,NA,NA,0.917179806680297,0.0104712590996959
"73","55141","050","55","141",NA,NA,NA,NA,NA,NA,0.913004433967559,0.0152827970158998
"74","5500100275","060","55","1","00275",NA,NA,NA,NA,NA,0.90188679245283,0.0709759152671144
"75","5500100300","060","55","1","00300",NA,NA,NA,NA,NA,0.920289855072464,0.0506287203631721
"76","5500107300","060","55","1","07300",NA,NA,NA,NA,NA,0.938650306748466,0.0765741637064646
"77","5500116075","060","55","1","16075",NA,NA,NA,NA,NA,0.845238095238095,0.42441514611579
"78","5500119575","060","55","1","19575",NA,NA,NA,NA,NA,0.940320232896652,0.00978541400975185
"79","5500122000","060","55","1","22000",NA,NA,NA,NA,NA,0.9675,0.0314406527991628
"80","5500127950","060","55","1","27950",NA,NA,NA,NA,NA,0.728346456692913,0.280142188746215
"81","5500137625","060","55","1","37625",NA,NA,NA,NA,NA,0.858490566037736,0.0598518099665284
"82","5500143425","060","55","1","43425",NA,NA,NA,NA,NA,0.889502762430939,0.435039741346915
"83","5500144250","060","55","1","44250",NA,NA,NA,NA,NA,0.877049180327869,0.0812776638150042
"84","5500153725","060","55","1","53725",NA,NA,NA,NA,NA,0.877697841726619,0.16616545881328
"85","5500156525","060","55","1","56525",NA,NA,NA,NA,NA,0.952380952380952,0.0156464410767076
"86","5500156750","060","55","1","56750",NA,NA,NA,NA,NA,0.886446886446886,0.0321599507994364
"87","5500165450","060","55","1","65450",NA,NA,NA,NA,NA,0.952290076335878,0.00644674297763048
"88","5500165825","060","55","1","65825",NA,NA,NA,NA,NA,0.989690721649485,0.301939044501462
"89","5500167425","060","55","1","67425",NA,NA,NA,NA,NA,0.844444444444444,0.0540599789961639
"90","5500169275","060","55","1","69275",NA,NA,NA,NA,NA,0.937808489634748,0.0660334306707077
"91","5500176350","060","55","1","76350",NA,NA,NA,NA,NA,0.952554744525547,0.0438789213441924
"92","5500177800","060","55","1","77800",NA,NA,NA,NA,NA,0.944761904761905,0.256522413059662
"93","5500188150","060","55","1","88150",NA,NA,NA,NA,NA,1,0.9
"94","5500300000","060","55","3","00000",NA,NA,NA,NA,NA,NA,NA
"95","5500300550","060","55","3","00550",NA,NA,NA,NA,NA,0.959276018099548,0.0922072752656836
"96","5500303225","060","55","3","03225",NA,NA,NA,NA,NA,0.837509891849116,0.034453346650325
"97","5500303250","060","55","3","03250",NA,NA,NA,NA,NA,0.758196721311475,0.226702260239464
"98","5500311525","060","55","3","11525",NA,NA,NA,NA,NA,0.772222222222222,0.100981461482672
"99","5500314550","060","55","3","14550",NA,NA,NA,NA,NA,0.964285714285714,0.308981383040842
"100","5500329250","060","55","3","29250",NA,NA,NA,NA,NA,0.894348894348894,0.0492019854578911
"101","5500329875","060","55","3","29875",NA,NA,NA,NA,NA,0.824817518248175,0.389501140261402
"102","5500337775","060","55","3","37775",NA,NA,NA,NA,NA,0.828451882845188,0.0854306277540487
